,budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,title,vote_count,Profit
3231,10000000,Adventure   Drama   Action,intelligence   turk   soldier   gangster   iraq war,tr,"The movie opens with a fictionalized depiction of a real-life incident: the arrest on July 4, 2003 of 11 Turkish special forces soldiers and 13 civilians by U.S. forces of the 173rd Airborne commanded by Colonel William C. Mayville in the northern Iraqi Kurdish town of Sulaymaniyah. The Turkish soldiers suppose that this is an ordinary visit from their NATO allies. But this time is different.",1.465762,Pana Film,TR  Turkey,2006-02-03,0,122.0,Some Men Are Born to be Heroes,Valley of the Wolves: Iraq,7,-10000000
3232,8000000,Thriller   Crime,transporter   brothel   drug dealer   boxer   massage   stolen money   crime boss   dance contest   junkyard   kamikaze   ambiguous ending   briefcase   redemption   heirloom   pulp fiction   reference to al green   theft   brutality,en,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",121.463076,Miramax Films   A Band Apart   Jersey Films,US  United States of America,1994-10-08,213928762,154.0,Just because you are a character doesn't mean you have character.,Pulp Fiction,8428,205928762
3233,0,Adventure   Comedy   Family,chicken   musical   frog   puppet   fame   hollywood   gonzo   muppet   kermit   fozzie bear   kermit the frog   floyd   dr teeth   miss piggy   studebaker   movie star   aftercreditsstinger,en,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.",10.639916,Incorporated Television Company   Henson Associates HA,US  United States of America,1979-05-31,76657000,97.0,More entertaining than humanly possible.,The Muppet Movie,164,76657000
3234,8500000,Crime   Drama   Thriller,journalism   underground   tv station   sociopath   home invasion   car chase   tv news   employer employee relationship   ethics   stringer,en,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",89.095538,Bold Films   Sierra Affinity,US  United States of America,2014-10-23,38697217,117.0,The city shines brightest at night,Nightcrawler,3395,30197217
3235,8500000,Comedy   Horror,island   machete   beautiful woman   serial killer   murder hunt,en,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,2.62082,Fox Searchlight Pictures   Broken Lizard Industries   Coconut Pete Productions,US  United States of America,2004-02-27,5001655,104.0,A vacation to die for,Club Dread,107,-3498345
3236,8200000,Drama   Family   Music   Romance,resistance   austria   world war ii   musical   music competition   salzburg   based on play   classic   alps   governess   convent   music contest   novice   puppet show   nun in love   nazi occupation   s,en,Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,37.960289,Twentieth Century Fox Film Corporation   Robert Wise Productions   Argyle Enterprises,US  United States of America,1965-03-02,286214286,174.0,The happiest sound in all the world!,The Sound of Music,941,278014286
3237,8000000,Comedy   Fantasy   Romance,bachelor   merma,en,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",21.735068,Touchstone Pictures,US  United States of America,1984-03-09,69821334,111.0,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,Splash,321,61821334
3238,8000000,Comedy   Drama,california   brother sister relationship   wife husband relationship   family s daily life   oscar award   highway   professor for literature   beauty contest   beauty queen contest   road trip   family relationships   family holay   road movie   woman director   beauty pageant,en,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",14.793177,Fox Searchlight Pictures   Bona Fe Productions   Big Beach Films,US  United States of America,2006-07-26,100523181,102.0,A family on the verge of a breakdown,Little Miss Sunshine,1686,92523181
3239,8000000,Crime   Drama,based on novel   friendship   coming of age   railroad track   story within the story   u a flipping coin   campfire story   reference to superman   normandy beach   child   s   boys,en,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",51.109279,Columbia Pictures   Act III Communications   The Body   Act III,US  United States of America,1986-08-22,52287414,89.0,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,1522,44287414
3240,5000000,Horror   Thriller   Science Fiction,london england   manchester city   submachine gun   gas station   survivor   daughter   zombie   virus,en,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",45.490374,DNA Films   British Film Council,GB  United Kingdom,2002-10-31,82719885,113.0,His fear began when he woke up alone. His terror began when he realised he wasn't.,28 Days Later,1777,77719885
3241,0,Drama,hip hop   dance performance   dance   breakdance   musical,en,"At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey.",3.804597,,US  United States of America,2004-01-30,0,95.0,"If you want respect, you've got to take it.",You Got Served,75,0
3242,8000000,Crime   Drama,prison   based on novel   island   mouse   alcatraz   biography   prison warden   escapee convict   pubic hair   escape from prison   dummy   inmate   nude fight   s,en,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",26.356697,Paramount Pictures   Malpaso Company,US  United States of America,1979-06-22,43000000,111.0,No one has ever escaped from Alcatraz...and no one ever will!,Escape from Alcatraz,561,35000000
3243,8000000,Comedy   Romance,,en,"Sidney is a writer who's just left her L.A. Times music review gig to edit New York hip-hop magazine XXL. Dre is an executive with a hip-hop record company based in New York. They've known each other since they met as children, when both discovered hip-hop for the first time. Now that they're back together, they should be perfect for each other, except that Dre's about to marry lawyer Reese and Sidney claims not to be interested in Dre romantically. Meanwhile, Dre is growing increasingly restless with his company's focus on profit over artistry, which leads to signing the gimmicky duo Ren and Ten while ignoring the talented Chris",3.501158,,,2002-10-05,27362712,109.0,When did you first fall in love with hip-hop?,Brown Sugar,31,19362712
3244,0,Comedy   Thriller   Crime   Romance,revenge   african american   dating,en,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",2.088251,New Line Cinema   Savoy Pictures,US  United States of America,1996-04-04,0,108.0,"When you play, you pay.",A Thin Line Between Love and Hate,15,0
3245,8000000,Comedy   Drama,painter   father son relationship   therapist   cancer   psychologist   best friend   doctor   patient   vomiting   driver s license   chemotherapy   therapist patient relationship,en,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",33.372828,Summit Entertainment   Mandate Pictures,US  United States of America,2011-09-30,39187783,100.0,It takes a pair to beat the odds.,50/50,1261,31187783
3246,0,Horror   Mystery   Thriller,japan   suice   photographer   honeymoon   nightmare   ghostbuster   ghost world   photography   remake   revenge   road accent   wedding   car accent   spirit   death   ghost   hit by a car   fashion model   shadow   magazine editor,en,"A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be connected, they investigate and learn that some mysteries are better left unsolved.",8.864368,Regency Enterprises   Vertigo Entertainment   Ozla Pictures   New Regency Pictures,US  United States of America,2008-03-21,0,85.0,The most terrifying images are the ones that are real.,Shutter,180,0
3247,8000000,Comedy   Romance,male friendship   friendship   dating   relationship   duringcreditsstinger   young adult,en,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",37.821106,Treehouse Pictures,US  United States of America,2014-01-29,26049082,94.0,When you realize getting some means wanting more.,That Awkward Moment,1004,18049082
3248,0,Comedy,,en,"Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge.",4.293706,,,1981-12-25,0,89.0,No Tagline,Modern Problems,23,0
3249,0,Adventure,blow job   cigarette smoking   illegal drugs   smoking weed   shoes,en,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",3.467923,Bystorm Films   Animal Kingdom   Bow and Arrow Entertainment,US  United States of America,2016-09-09,0,80.0,They aren't just shoes,Kicks,18,0
3250,8000000,Drama   Comedy   Romance,shakespeare   bachelor   new love   rage and hate   lover   wedding   intrigue,en,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",10.19377,Renaissance Films   American Playhouse Theatrical Films,GB  United Kingdom  US  United States of America,1993-05-07,0,111.0,Romance. Mischief. Seduction. Revenge. Remarkable.,Much Ado About Nothing,189,-8000000
3251,6500000,Adventure   Action   Thriller,london england   suice   england   switzerland   secret entity   new entity   honeymoon   secret mission   secret organization   secret lab   villain   kilt   family history   title of nobility   snow storm   daughter   espionage   killer   british secret service   skiing   alps   aftercreditsstinger,en,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",25.289665,United Artists   Eon Productions   Danjaq,GB  United Kingdom  US  United States of America,1969-12-12,81974493,142.0,Far up! Far out! Far more! James Bond 007 is back!,On Her Majesty's Secret Service,456,75474493
3252,14000000,Horror   Thriller   Mystery   Fantasy,fire   knapping   nightmare   earthquake   insomnia   supernatural   celebrity   mascot   alternate dimension   fame   hospital   hollywood   storytelling   alternate reality   self referential   reboot   film industry   disfigurement   sleepwalking   meta film   dreams   cameos,en,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",14.730796,New Line Cinema,US  United States of America,1994-10-13,18090181,112.0,"One, Two, Freddy's coming for you...",New Nightmare,291,4090181
3253,8000000,Drama   Comedy   Romance   Family,high school   prom   next door neighbor,en,"Nicole and Chase live next door to each other but are worlds apart. However, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. But in the mist of planning a gala centennial celebration, Nicole and Chase find that the one they always wanted was closer than they ever thought.",4.482714,Twentieth Century Fox Film Corporation   Grand March Productions   Amy Robinson Productions,US  United States of America,1999-10-01,22593409,91.0,The last guy she wants is the only one she needs.,Drive Me Crazy,62,14593409
3254,8000000,Drama,black people   spelling   spelling bee,en,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",4.932893,Lions Gate Films   Productions   Out of the Blue Entertainment   Starbucks Entertainment   Cinema Gypsy Productions,US  United States of America,2006-04-28,18948425,112.0,Changing the world... one word at a time.,Akeelah and the Bee,81,10948425
3255,8000000,Comedy   Crime,smoking   company   marijuana   drug   woman director,en,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",7.894489,Universal Pictures,US  United States of America,1998-01-16,17460020,82.0,They'll do anything to save their best bud.,Half Baked,177,9460020
3256,8000000,Comedy,minnesota   small town   economy   plants   vegetarian   love   rural setting   labor   manufacturing   mdle america   rube   ice fishing,en,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",13.987772,Lionsgate   Edmonds Entertainment Group EEG   Epemic Pictures   The Safran Company   Gold Circle Films,CA  Canada  US  United States of America,2009-01-30,29010817,97.0,She's an executive on the move. But her career is taking her a little farther than she expected.,New in Town,99,21010817
3257,7000000,Thriller   Drama   Crime,based on novel   wall street   psychopath   white collar   harvard business school   child of divorce   unreliable narrator   woman director   voice imitation,en,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",45.310443,Lions Gate Films   Edward R Pressman Film   Muse Productions,CA  Canada  US  United States of America,2000-04-13,34266564,102.0,I think my mask of sanity is about to slip.,American Psycho,2066,27266564
3258,8000000,Drama   Comedy   Romance,suice   sex   jealousy   dream   blackmail   lie   nudity   motel   marriage   faith   drug   extramarital affair   store,en,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,9.799177,Fox Searchlight Pictures   Hungry Eye Lowland Pictures B V   Flan de Coco Films,NL  Netherlands  DE  Germany  US  United States of America,2002-01-12,16856124,93.0,It's her last best chance... is she going to take it?,The Good Girl,181,8856124
3259,8000000,Action   Comedy   Crime,canada   police   murder   killer   buddy cop,fr,"When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.",5.069095,Park Ex Pictures   Sortie,CA  Canada,2006-07-06,12671300,116.0,Shoot First Translate Later,Bon Cop Bad Cop,42,4671300
3260,8000000,Action   Thriller   Crime,boston   sheep   friendship   sequel   revenge   ireland,en,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",13.517017,Chris Brinker Productions   Stage Films,US  United States of America,2009-11-24,10629321,118.0,The Saints Are Calling,The Boondock Saints II: All Saints Day,261,2629321
3261,0,Drama,based on novel   uruguay,en,"28-year-old Kansas University doctoral student Omar Razaghi wins a grant to write a biography of Latin American writer Jules Gund. Omar must get through to three people who were close to Gund--his brother, widow, and younger mistress--so he can get authorization to write the biography. Written by Marisa_Gabriella, edited by Krystal Frauendienst",1.353971,Hyde Park Films,US  United States of America,2009-03-21,0,114.0,No Tagline,The City of Your Final Destination,9,0
3262,0,Comedy   Drama   Romance,masseuse   thanksgiving   party   romance   mother daughter relationship   dating   relationship   divorce   divorcee   woman director   massage therapist,en,"Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",14.969093,Fox Searchlight Pictures,US  United States of America,2013-09-18,25288872,93.0,No Tagline,Enough Said,348,25288872
3263,8000000,Comedy,lie   high school   school   teen movie   rumor,en,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,Screen Gems   Olive Brge Entertainment,US  United States of America,2010-09-10,74952305,92.0,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,2210,66952305
3264,0,Comedy   Drama   Romance,,en,The Inkwell is about a 16-year-old boy coming of age on Martha's Vineyard in the summer of 1976.,0.269661,Touchstone Pictures,US  United States of America,1994-04-22,8880705,110.0,Summer's Never Been So Much Fun!,The Inkwell,5,8880705
3265,8000000,Drama   Horror,film director   dracula   u a nosferatu,en,"Director F.W. Murnau (John Malkovich) makes a Faustian pact with a vampire (Willem Dafoe) to get him to star in his 1922 film ""Nosferatu.""",5.93923,Saturn Films,US  United States of America,2000-05-15,8279017,92.0,An Unspeakable Horror. A Creative Genius. Captured For Eternity.,Shadow of the Vampire,148,279017
3266,8000000,Comedy,single parent   waitress   fountain   friendship   high school   prom   music fan,en,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",11.837067,Walt Disney Pictures   Rickshaw Productions,US  United States of America,2011-04-29,10130000,104.0,"There are hundreds of nights in high school, but there’s only one prom.",Prom,134,2130000
3267,8000000,Comedy   Romance,independent film   mistaken entity,en,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",2.149469,Miramax Films   The Chess Club,US  United States of America,1996-05-03,0,97.0,Something magical is about to unfold in the most unexpected place.,The Pallbearer,30,-8000000
3268,0,Comedy,,en,"While they're on vacation in the Southwest, Rae finds out her man Michael spent their house money on a classic car, so she dumps him, hitching a ride to Vegas for a flight home. A kid promptly steals Michael's car, leaving him at the Zip &amp; Sip, a convenience store. Three bumbling robbers promptly stage a hold up. Two take off with the cash stranding the third, with a mysterious crate, just as the cops arrive. The robber takes the store hostage. As incompetent cops bring in a SWAT team and try a by-the-book rescue, Michael has to keep the robber calm, find out what's in the crate, aid the negotiations, and get back to Rae. The Stockholm Syndrome asserts its effect.",1.569449,,US  United States of America,1999-10-08,0,89.0,No Tagline,Held Up,11,0
3269,8000000,Comedy   Drama   Romance,woman director,en,"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.",3.535789,Fox Searchlight Pictures,US  United States of America,2000-09-22,0,92.0,Want to know how she got there?,Woman on Top,46,-8000000
3270,0,Drama   Romance,based on novel   sister sister relationship   empowerment   sister   turn of the century   edwardian england,en,"Merchant Ivory’s adaptation of EM Forster’s classic 1910 novel, starring Emma Thompson, Helena Bonham Carter, Anthony Hopkins & Vanessa Redgrave returns to the big screen in a beautiful new 4K restoration. Stunning location photography, lavishly detailed sets & elegant period costumes, this compelling saga follows the interwoven fates and misfortunes of three families amid the changing times of Edwardian England. It tells the story of two free-spirited, cosmopolitan sisters, Margaret (Emma Thompson) and Helen Schlegel (Helena Bonham Carter), who collide with the world of the very wealthy ­­– one sister benefiting from the acquaintance with the Wilcoxes (owners of the beloved country home Howards End), the other all but destroyed by it. Anthony Hopkins is the conservative industrialist Henry Wilcox and Vanessa Redgrave is his ailing wife Ruth Wilcox.",5.897391,Merchant Ivory Productions   The Criterion Collection,GB  United Kingdom,1992-03-13,25966555,140.0,No Tagline,Howards End,95,25966555
3271,8000000,Animation   Comedy   Drama   Romance,sex   depression   existentialism,en,A man crippled by the mundanity of his life experiences something out of the ordinary.,21.024346,Starburns Industries,US  United States of America,2015-12-30,5659286,90.0,No Tagline,Anomalisa,459,-2340714
3272,8000000,Comedy   Drama,jealousy   cooking   garden   funeral   season   loneliness   unrequited love   red wine,en,"Mike Leigh’s much praised 2010 tragicomical drama. During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",7.235794,Film   Thin Man Films,GB  United Kingdom,2010-11-05,18124262,129.0,No Tagline,Another Year,97,10124262
3273,8000000,Comedy   Thriller   Music   Crime   Mystery,upper class   women   father murder   daughter   ma   father figure   murder hunt,fr,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret.",8.204829,France Cin u e ma   F u e lit u e Productions   Le Studio Canal   Centre National de la Cin u e matographie   Gimages   Mars Films,FR  France  IT  Italy,2002-01-08,0,111.0,Living in a house full of women can be murder.,8 Women,196,-8000000
3274,8000000,Action   Thriller,yakuza   los angeles   samurai sword,en,"An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.",8.403859,Original Pictures   Warner Bros,US  United States of America,1991-08-23,2275557,79.0,One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.,Showdown in Little Tokyo,95,-5724443
3275,0,Comedy   Crime   Drama   Thriller,small town   fbi   wow   murder   independent film   serial killer,en,"Clay is a young man in a small town who witnesses his friend, Earl kill himself because of the ongoing affair that Clay was having with the man's wife, Amanda. Feeling guilty, Clay now resists the widow when she presses him to continue with their sexual affairs. Clay inadvertently befriends a serial killer named Lester Long, who murders the widow in an attempt to ""help"" his ""fishing buddy.""",4.221313,Intermedia Films   IMF Internationale Medien und Film GmbH Co Produktions KG   Fade In Films,DE  Germany  US  United States of America,1998-09-25,0,104.0,"Some killers are strange, some are deranged, and some are just plain psycho.",Clay Pigeons,39,0
3276,8000000,Comedy   Drama,suice   depression   independent film   coming of age   teen movie   teenager   psychiatric ward   woman director   based on young adult novel,en,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,13.143045,Focus Features,US  United States of America,2010-07-06,6491240,101.0,Sometimes what's in your head isn't as crazy as you think.,It's Kind of a Funny Story,672,-1508760
3277,7200000,Comedy   Drama   History,machinist   aftercreditsstinger   duringcreditsstinger   equal pay   discrimination   government minister   sewing machine,en,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",6.138802,BBC Films   HanWay Films   UK Film Council   Audley Films LLP   Lipsync Productions   Number Films   BMS Finance,GB  United Kingdom,2010-09-11,0,113.0,"In the fight for equal rights, an ordinary woman achieves something extraordinary.",Made in Dagenham,94,-7200000
3278,0,Drama,father son relationship   memory   hospital   confrontation   family   illness   old girlfriend,en,The story of a son's conflicting memories of his dying father.,1.939054,Intandem Films   Film   Number Films   Tiger Aspect Pictures   Father Features   Audley Films   Comptom Investments,IE  Ireland  GB  United Kingdom,2007-10-05,92,92.0,Between every father and his son there is a story to be told.,When Did You Last See Your Father?,13,92
3279,8000000,Drama   Romance,oregon   olympic games   sport   runner,en,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...",8.717235,Hollywood Pictures,US  United States of America,1997-01-24,589304,106.0,He beat the odds... And became a legend!,Prefontaine,21,-7410696
3280,0,Drama   Adventure,highwayman,en,"Caroline is to be wed to Sir Ralph and invites her sister Barbara to be her bridesmaid. Barbara seduces Ralph, however, and she becomes the new Lady, but despite her new wealthy situation, she gets bored and turns to highway robbery for thrills. While on the road she meets a famous highwayman, and they continue as a team, but some people begin suspecting her identity, and she risks death if she continues her nefarious activities.",0.289433,Cannon Group   London Cannon Films   Metro Goldwyn Mayer MGM   Dawn Property Company,GB  United Kingdom,1983-04-21,0,98.0,"She seduced, robbed and murdered...That was on her good days.",The Wicked Lady,4,0
3281,0,Animation   Family   Fantasy,barbarian   underwater   trapped   sea monster   woman director,en,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",10.621353,G u e b u e ka Films   Cartoon Saloon,BE  Belgium  FR  France  IE  Ireland,2009-02-09,0,75.0,Turn the darkness into light,The Secret of Kells,181,0
3282,8000000,Comedy   Music   Romance   Drama,,en,"Gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. With the help of record producer, Dan and hip-hop celebrity, Trouble Gum, Gretta strives to fulfil her musical ambitions.",35.735689,Likely Story   Apatow Productions   Exclusive Media Group   Sycamore Pictures,US  United States of America,2013-09-07,63464861,104.0,You're only as strong as your next move.,Begin Again,1254,55464861
3283,8000000,Drama   Romance,indian territory   beach   stetson   san fernando valley   strange person,en,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.",7.433574,Class Films,US  United States of America,2005-05-13,852872,112.0,Sometimes it's hard to find your way.,Down in the Valley,63,-7147128
3284,8000000,Drama   Action   Thriller,,en,"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",4.090382,City Light Films,US  United States of America,2007-04-30,458232,99.0,Not made to be broken,Brooklyn Rules,18,-7541768
3285,0,TV Movie   Romance   Drama,spy   war   british secret service,en,A young woman finds out that her mother worked as a spy for the British Secret Service during World War II and has been on the run ever since.,0.812776,British Broadcasting Corporation BBC   Sundance Channel   Endor Productions,GB  United Kingdom,2012-12-07,0,180.0,No Tagline,Restless,8,0
3286,0,Comedy   Music   Mystery   Crime,,en,"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.",6.335881,Icon Productions   Haft Entertainment   Paramount Classics   Airborne Productions,US  United States of America,2003-10-24,0,109.0,"When it comes to murder, seduction and betrayal he wrote the book. Now he's living it!",The Singing Detective,41,0
3287,0,Drama   Romance   War,,en,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",1.278092,Channel Four Films   Intermedia Films   Greenpoint Films,GB  United Kingdom  FR  France,1998-09-25,0,111.0,The story of three young women and the events that would change their lives... The friendships that would stay with them forever... and the loves that would change their hearts.,The Land Girls,3,0
3288,8000000,Romance   Comedy   Drama   Horror,vororte   black humor   satire   dark comedy   gore   decapitation   spoof   zombie   canuxploitation,en,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",5.244518,Lions Gate Films   Astral Media   Anagram Pictures Inc,CA  Canada,2006-09-07,426224,91.0,Good dead are hard to find,Fido,135,-7573776
3289,0,Comedy   Drama   Romance,con man   release from prison   independent film,en,Luke Wilson plays a good-hearted ex-con who gets a job in a retirement hotel. Three elderly residents help him win back his girlfriend as he lends them a hand in fighting hotel corruption.,1.265683,,DE  Germany  US  United States of America,2005-08-03,0,99.0,No Tagline,The Wendell Baker Story,16,0
